1985-D022,Davis Cup EUR SF: MON vs DEN,Clay,4,D,19850802,1,100725,,,Michael Mortensen,R,188,DEN,,,,107097,,,Gilles Ganancia,R,,MON,,,,6-3 6-3 6-1,5,RR,,,,,,,,,,,,,,,,,,,
1985-D022,Davis Cup EUR SF: MON vs DEN,Clay,4,D,19850802,2,100824,,,Peter Bastiansen,R,193,DEN,,,,106615,,,Bernard Balleret,R,,MON,,,,6-4 8-6 4-6 3-6 6-4,5,RR,,,,,,,,,,,,,,,,,,,
1985-D022,Davis Cup EUR SF: MON vs DEN,Clay,4,D,19850802,3,100824,,,Peter Bastiansen,R,193,DEN,,,,107097,,,Gilles Ganancia,R,,MON,,,,6-1 6-1,3,RR,,,,,,,,,,,,,,,,,,,
1985-D022,Davis Cup EUR SF: MON vs DEN,Clay,4,D,19850802,4,101264,,,Michael Tauson,R,193,DEN,,,,110922,,,Albert Viviani,U,,MON,,,,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,
1985-D023,Davis Cup EUR F: ROU vs DEN,Clay,4,D,19851004,1,100824,,,Peter Bastiansen,R,193,DEN,,,,100792,,,Adrian Marcu,R,190,ROU,,,,1-6 6-4 6-1 6-2,5,RR,,,,,,,,,,,,,,,,,,,
1985-D023,Davis Cup EUR F: ROU vs DEN,Clay,4,D,19851004,2,100730,,,Florin Segarceanu,R,180,ROU,,,,101264,,,Michael Tauson,R,193,DEN,,,,6-3 6-1 6-3,5,RR,,,,,,,,,,,,,,,,,,,
1985-D023,Davis Cup EUR F: ROU vs DEN,Clay,4,D,19851004,3,100730,,,Florin Segarceanu,R,180,ROU,,,,100824,,,Peter Bastiansen,R,193,DEN,,,,8-6 2-6 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,
1985-D023,Davis Cup EUR F: ROU vs DEN,Clay,4,D,19851004,4,101264,,,Michael Tauson,R,193,DEN,,,,100792,,,Adrian Marcu,R,190,ROU,,,,6-4 3-6 6-1 7-5,5,RR,,,,,,,,,,,,,,,,,,,
1985-D024,Davis Cup WG QF: ECU vs TCH,Clay,4,D,19850802,1,100656,,,Ivan Lendl,R,188,USA,,,,100653,,,Andres Gomez,L,193,ECU,,,,5-3 RET,5,RR,,,,,,,,,,,,,,,,,,,
1985-D024,Davis Cup WG QF: ECU vs TCH,Clay,4,D,19850802,2,105080,,,Miloslav Mecir,U,,SVK,,,,100727,,,Raul Antonio Viver,L,190,ECU,,,,6-0 6-1 6-3,5,RR,,,,,,,,,,,,,,,,,,,
1985-D024,Davis Cup WG QF: ECU vs TCH,Clay,4,D,19850802,3,105080,,,Miloslav Mecir,U,,SVK,,,,100526,,,Ricardo Ycaza,R,183,ECU,,,,6-4 6-3,3,RR,,,,,,,,,,,,,,,,,,,
1985-D024,Davis Cup WG QF: ECU vs TCH,Clay,4,D,19850802,4,100434,,,Tomas Smid,R,190,CZE,,,,108806,,,Martin Aguirre,U,,ECU,,,,6-0 6-1,3,RR,,,,,,,,,,,,,,,,,,,
